ITEM: TIMESTEP
1
ITEM: NUMBER OF ATOMS
1344
ITEM: BOX BOUNDS xy xz yz pp pp pp
0.0000000000000000e+00 2.6364000000000001e+01 0.0000000000000000e+00
0.0000000000000000e+00 2.3148000000000000e+01 0.0000000000000000e+00
-0.0000000000000000e+00 2.1417999999999999e+01 0.0000000000000000e+00
ITEM: ATOMS x y z 
0.203845 1.70621 0.31057 
0.601916 0.840587 1.05425 
0.675315 2.82396 3.63885 
1.34948 1.99744 3.42026 
1.95715 4.40866 2.3068 
0.709113 3.73224 2.49486 
1.89286 5.13086 1.53574 
2.42749 4.1406 4.7209 
2.31448 5.04782 3.56323 
1.15922 3.46955 4.85373 
2.65381 1.07705 0.224866 
3.60373 1.08228 2.56451 
3.61309 0.438095 3.58487 
3.09866 0.793842 4.64533 
2.70176 3.63695 2.0436 
5.10821 4.09604 2.67217 
3.16621 3.36725 4.54213 
1.96578 1.36776 7.66202 
0.703418 2.04896 7.84341 
1.89356 0.667219 6.84741 
2.42546 1.64532 10.0603 
2.31673 0.738775 8.91352 
1.15856 2.32201 10.2176 
0.205226 4.0757 5.67336 
0.604186 4.93806 6.41552 
0.665889 2.96619 8.98317 
1.33052 3.78585 8.77016 
5.11554 1.69904 8.03016 
2.69887 2.12224 7.41122 
3.18143 2.37816 9.88102 
2.63568 4.69811 5.59023 
3.59917 4.71347 7.9109 
3.60586 5.34574 8.93498 
3.08827 4.98793 10.0012 
0.205945 1.71032 11.0199 
0.596567 0.846408 11.7661 
0.661759 2.82539 14.3438 
1.34877 2.00568 14.0879 
1.95673 4.41482 13.0188 
0.710916 3.72374 13.1994 
1.90613 5.12257 12.2056 
2.42967 4.1417 15.43 
2.32145 5.04717 14.2756 
1.15488 3.46645 15.5709 
2.63887 1.09039 10.9712 
3.59807 1.07283 13.2673 
3.60859 0.446105 14.2885 
3.10456 0.793619 15.3543 
2.72418 3.67606 12.7709 
5.10701 4.09318 13.3752 
3.15368 3.39574 15.2053 
1.9519 1.37271 18.3663 
0.705027 2.05729 18.5581 
1.87385 0.656915 17.567 
2.42998 1.64715 20.7772 
2.32306 0.744751 19.6278 
1.15766 2.32358 20.9191 
0.21034 4.076 16.3754 
0.596573 4.94062 17.1278 
0.659824 2.9586 19.6976 
1.33818 3.78587 19.5028 
5.11311 1.70342 18.7387 
2.70479 2.11837 18.1466 
3.16943 2.39469 20.5973 
2.68291 4.70144 16.3316 
3.5977 4.70652 18.6174 
3.60932 5.33988 19.6415 
3.10298 4.98929 20.7137 
0.335179 8.24667 1.57938 
0.91337 7.94128 5.07033 
1.4756 9.87923 2.6721 
0.435408 10.2705 3.12178 
0.308383 11.2203 3.8676 
2.9893 6.86647 2.55737 
3.93536 6.86694 0.249901 
2.98294 6.23001 3.59509 
3.49425 6.57105 4.64271 
3.40737 9.19123 4.51413 
4.63108 10.1941 2.3094 
3.91334 9.44728 2.06049 
4.70063 10.9385 1.50945 
4.16534 9.92763 4.71316 
4.2683 10.8311 3.57192 
1.48012 7.48451 8.02953 
0.437822 7.08613 8.48675 
0.31496 6.15054 9.22277 
0.366073 9.15228 6.88387 
0.909251 9.42769 10.4301 
4.63206 7.16106 7.6683 
3.87786 7.90203 7.42029 
4.71622 6.45942 6.86558 
4.16384 7.42552 10.0698 
4.27693 6.53214 8.91877 
3.39577 8.17663 9.86982 
3.91991 10.5043 5.60536 
2.9899 10.4879 7.91412 
5.2389 9.53896 8.76083 
2.97834 11.1307 8.93917 
3.50001 10.7758 9.99936 
0.321792 8.21474 12.2894 
0.91772 7.93242 15.7893 
1.48296 9.88369 13.3819 
0.437429 10.2617 13.8343 
0.308701 11.2151 14.5825 
3.95625 6.88318 10.971 
2.98878 6.87303 13.265 
2.98387 6.22615 14.2954 
3.50019 6.58493 15.3537 
5.26946 7.78067 14.1168 
4.63106 10.2078 13.0231 
3.87687 9.46158 12.7524 
4.70659 10.9546 12.205 
4.16457 9.93163 15.4172 
4.26638 10.8259 14.2766 
3.41299 9.20061 15.2263 
1.47793 7.48445 18.7386 
0.438351 7.09899 19.191 
0.316387 6.14251 19.9334 
0.328004 9.16222 17.6129 
0.9112 9.41632 21.1376 
4.63355 7.16584 18.3688 
3.90106 7.90411 18.1127 
4.69249 6.47194 17.5752 
4.17746 7.43143 20.7694 
4.26683 6.53005 19.6342 
3.41071 8.16539 20.5658 
3.93542 10.4925 16.3322 
2.98703 10.4928 18.6224 
5.25656 9.54724 19.4828 
2.98417 11.1411 19.6443 
3.49503 10.7728 20.7105 
0.19736 13.2833 0.322617 
0.606222 12.4147 1.06178 
0.667003 14.3996 3.63106 
1.33756 13.605 3.40512 
1.95564 15.9926 2.30961 
0.703382 15.311 2.49647 
1.92631 16.6923 1.52278 
2.42823 15.7199 4.70893 
2.322 16.6159 3.57148 
1.15512 15.0405 4.8627 
3.59951 12.6551 2.55781 
2.65576 12.6793 0.273834 
3.61511 12.0099 3.58428 
3.10097 12.3693 4.64914 
2.70023 15.2225 2.01474 
5.11614 15.6658 2.67243 
3.21111 14.9722 4.52449 
1.96013 12.9458 7.66877 
0.706751 13.6337 7.8517 
1.90931 12.2376 6.87747 
2.42432 13.2263 10.0694 
2.32741 12.313 8.92101 
1.1602 13.9006 10.2157 
0.204357 15.6564 5.67182 
0.591705 16.5151 6.41927 
0.655768 14.5337 8.99448 
1.32869 15.3538 8.77392 
5.11327 13.2705 8.02763 
2.70149 13.6802 7.37979 
3.18312 13.9432 9.88714 
2.64927 16.2875 5.59993 
3.59892 16.2792 7.91008 
3.60437 16.9201 8.9408 
3.09372 16.5695 10.0061 
0.19771 13.2814 11.0237 
0.603337 12.421 11.7697 
0.661393 14.4041 14.3504 
1.33899 13.5796 14.1416 
1.9652 15.992 13.0289 
0.708447 15.3047 13.2049 
1.91923 16.703 12.208 
2.42847 15.7154 15.4166 
2.31432 16.6168 14.2803 
1.16447 15.0454 15.5662 
3.6033 12.6502 13.2627 
2.62475 12.628 10.9562 
3.61154 12.0145 14.2927 
3.0919 12.3679 15.3559 
2.70852 15.2358 12.7943 
5.11176 15.6595 13.3803 
3.15807 14.9745 15.22 
1.96152 12.9429 18.3751 
0.696195 13.6307 18.5544 
1.89392 12.2281 17.6148 
2.41603 13.215 20.7709 
2.3188 12.3189 19.6298 
1.15628 13.8919 20.9219 
0.205857 15.6553 16.3761 
0.602581 16.522 17.1223 
0.671135 14.5424 19.6999 
1.33169 15.3456 19.5042 
5.12201 13.2773 18.7389 
2.71297 13.6961 18.1187 
3.15757 13.9435 20.5872 
2.67873 16.2988 16.3224 
3.59491 16.286 18.6217 
3.61557 16.9179 19.6447 
3.10089 16.5653 20.7073 
0.339129 19.8194 1.5714 
0.913645 19.5173 5.07141 
1.47375 21.4426 2.67216 
0.439032 21.8551 3.13553 
0.306962 22.7924 3.86372 
2.99657 18.436 2.56147 
3.94612 18.4369 0.270367 
2.98116 17.8021 3.58134 
3.48498 18.1566 4.63955 
3.41613 20.7638 4.5304 
4.63468 21.7701 2.31307 
3.87587 21.0089 2.02288 
4.68783 22.4646 1.50344 
4.17065 21.5038 4.71233 
4.2736 22.4067 3.57004 
1.47737 19.0717 8.02582 
0.439531 18.6647 8.48874 
0.315335 17.7152 9.22129 
0.348027 20.7168 6.92201 
0.909291 20.9966 10.4275 
4.63173 18.7361 7.66 
3.85364 19.4606 7.40768 
4.7324 18.0377 6.85016 
4.16371 19.012 10.0717 
4.28009 18.1053 8.93292 
3.45122 19.7471 9.88294 
2.98871 22.0623 7.91098 
3.92391 22.0599 5.62791 
2.98196 22.7105 8.93924 
3.494 22.3593 10.0012 
5.25641 21.1522 8.78206 
0.326843 19.8105 12.2836 
0.912003 19.5073 15.782 
1.47719 21.4455 13.3785 
0.43972 21.8557 13.8442 
0.313163 22.7925 14.5804 
3.92309 18.4273 10.9638 
2.99617 18.4365 13.2677 
2.98045 17.8023 14.2907 
3.48902 18.1609 15.3619 
5.26221 19.3665 14.1324 
4.62722 21.7719 13.0255 
3.90593 21.0248 12.7508 
4.68676 22.5067 12.2074 
4.16788 21.4997 15.42 
4.26665 22.4054 14.2747 
3.41277 20.7459 15.2304 
1.46913 19.0575 18.741 
0.433579 18.6579 19.202 
0.304464 17.7116 19.9247 
0.350043 20.6954 17.6217 
0.91614 21.0053 21.1424 
4.63411 18.7307 18.3843 
3.89788 19.514 18.1146 
4.68545 18.0127 17.5833 
4.16115 19.0096 20.7716 
4.27792 18.0953 19.6251 
3.40029 19.7481 20.585 
2.98766 22.0691 18.6211 
3.93918 22.0791 16.307 
2.9753 22.7019 19.6436 
3.49167 22.3565 20.7184 
5.24884 21.1401 19.5062 
7.2552 2.82211 1.72265 
6.22628 2.43425 1.57714 
6.79623 1.70285 5.04027 
5.6851 2.14369 5.08003 
7.19202 0.840261 4.29142 
7.74563 3.46288 0.493229 
7.30206 3.73117 2.85782 
6.15182 4.47993 3.13184 
6.28075 5.43731 3.86781 
7.94793 1.99808 1.93449 
10.1981 0.440611 1.77457 
9.69649 0.791133 0.703126 
9.25142 1.10078 5.10695 
10.1917 1.07983 2.80446 
9.01005 4.13768 0.648642 
8.91048 5.04332 1.78931 
9.75665 3.40619 0.848254 
8.54928 4.40549 3.04 
9.31553 3.67009 3.29026 
8.51042 5.09989 3.81363 
7.74981 2.32596 5.84274 
7.30153 2.06033 8.20924 
6.15383 1.30338 8.47722 
6.27771 0.359363 9.22236 
7.24998 2.9654 7.07967 
6.23008 3.37013 6.89124 
6.78951 4.07805 10.3919 
5.67032 3.63101 10.4363 
7.18491 4.94875 9.64912 
9.01246 1.64848 6.00121 
8.91151 0.737368 7.14398 
9.74949 2.38423 6.18892 
8.55424 1.37163 8.3977 
9.30471 2.11876 8.65983 
8.47746 0.650295 9.19479 
7.95528 3.77714 7.31322 
10.206 5.34181 7.13052 
9.6896 4.98853 6.06786 
10.1917 4.70505 8.15079 
9.26725 4.72708 10.4462 
7.25852 2.81918 12.4231 
6.25611 2.44692 12.2887 
6.79491 1.71129 15.7515 
5.67575 2.15117 15.7919 
7.18953 0.84215 15.0041 
7.74892 3.46863 11.2035 
7.29135 3.72219 13.5693 
6.15752 4.4791 13.8362 
6.27832 5.42903 14.5753 
7.93093 2.03032 12.6509 
10.2078 0.43937 12.4752 
9.69012 0.797171 11.4181 
9.23755 1.05138 15.7833 
10.1892 1.08285 13.51 
9.01433 4.13581 11.3497 
8.91437 5.04883 12.4952 
9.76519 3.42548 11.5343 
8.55095 4.41322 13.7551 
9.29299 3.66468 14.0179 
8.5056 5.12947 14.5468 
7.75092 2.31422 16.5601 
7.29206 2.05296 18.9279 
6.16174 1.30256 19.1947 
6.27671 0.358107 19.932 
7.2663 2.96416 17.7791 
6.2559 3.33039 17.6137 
6.79218 4.07395 21.1059 
5.67627 3.63343 21.1412 
7.1898 4.94309 20.361 
9.01161 1.648 16.7155 
8.91352 0.749862 17.8475 
9.76408 2.39712 16.9028 
8.54961 1.37705 19.0998 
9.30404 2.13151 19.3573 
8.50067 0.674583 19.8961 
7.96718 3.78172 18.0193 
10.2018 5.34298 17.8282 
9.68386 4.99545 16.7756 
9.24158 4.71816 21.1691 
10.1851 4.71144 18.8571 
6.38544 7.49904 0.308495 
7.50371 7.93356 0.277737 
5.98937 6.63183 1.05662 
5.92851 8.60983 3.6322 
6.93148 8.24609 3.82622 
5.88208 9.50971 2.49589 
7.03227 10.2695 2.22529 
6.90464 11.2182 1.49416 
5.43572 9.25225 4.86265 
9.56468 6.22837 1.77285 
10.0816 6.57764 0.71326 
10.5087 6.86933 5.08002 
9.58213 6.86713 2.79323 
10.0298 9.19307 0.849362 
10.4564 9.46296 3.30281 
8.07182 9.87494 2.68385 
5.27828 7.80444 3.40681 
5.88914 7.85082 7.84945 
7.02749 7.0996 7.58306 
6.89174 6.1492 6.8529 
5.43416 8.11429 10.2145 
